FUNCTION,PERIOD,URL
VA 723 State Rivers and Water Supply Commission (SRWSC) 1906 -ct Prime,1906-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=723 
"VA 1467 Children's Welfare Department (previously Department for Neglected Children), Chief Secretary's Department 1907 -1961 Prime",1907-1961,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1467
VA 2906 Licences Reduction Board 1907 -1968 Prime,1907-1968,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2906
VA 2164 Traralgon Waterworks Trust 1907 -1983 Prime,1907-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2164
VA 2845 Royal Park (Receiving House 1907-1909; Hospital for the Insane 1909-1934; Mental Hospital 1934-1954; Psychiatric Hospital 1954-ct) 1907 -ct Prime,1907-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2845
VA 534 Department of State Forests (Forests Commission) 1908 -1983 Prime,1908-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=534 
VA 2172 Warragul Waterworks Trust 1908 -1984 Prime,1908-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2172
VA 542 Wilson's Promontory National Park 1908 -ct Prime,1908-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=542 
VA 612 Mines Department (also known as Department of Mines and Mining Department) 1909 -1977 Prime,1909-1977,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=612 
VA 612 Mines Department (also known as Department of Mines and Mining Department) 1909 -ct Prime,1909-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=612 
VA 618 Department of Agriculture 1910 -1913 Prime,1910-1913,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=618 
VA 618 Department of Agriculture 1910 -1913 Prime,1910-1913,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=618 
VA 873 Geelong Waterworks and Sewerage Trust 1910 -1984 Prime,1910-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=873 
VA 873 Geelong Waterworks and Sewerage Trust 1910 -1984 Prime,1910-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=873 
VA 873 Geelong Waterworks and Sewerage Trust 1910 -1984 Prime,1910-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=873 
VA 538 Department of Crown Lands and Survey 1911 -1918 Prime,1911-1918,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
"VA 2876 Victorian Railways (also Victorian Railways Commissioners 1883-1973, Victorian Railways Board 1973-1983) 1911 -ct Prime",1911-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2876
VA 2904 Department of Public Health 1911 -ct Prime,1911-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2904
VA 4127 Morwell Waterworks Trust 1912 -1983 Prime,1912-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4127
VA 1041 State Bank of Victoria 1912 -1990 Prime,1912-1990,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1041
VA 2846 Mont Park (Hospital for the Insane 1912-1934; Mental Hospital 1934-c.1970's; Mental/Psychiatric Hospital c.1970's-ct) 1912 -ct Prime,1912-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2846
VA 475 Chief Secretary's Department 1913 -1925 Prime,1913-1925,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 723 State Rivers and Water Supply Commission (SRWSC) 1913 -1933 Prime,1913-1933,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=723 
VA 475 Chief Secretary's Department 1913 -1973 Prime,1913-1973,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 475 Chief Secretary's Department 1913 -1973 Prime,1913-1973,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 722 Country Roads Board 1913 -1983 Prime,1913-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=722 
VA 2125 Maffra Waterworks Trust 1913 -1984 Prime,1913-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2125
VA 2134 Mortlake Waterworks Trust 1915 -1984 Prime,1915-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2134
VA 2874 Department of Labour I 1916 -1954 Other,1916-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2874 Department of Labour I 1916 -1954 Prime,1916-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2874 Department of Labour I 1916 -1954 Prime,1916-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2874 Department of Labour I 1916 -1954 Prime,1916-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2874 Department of Labour I 1916 -1954 Prime,1916-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2874 Department of Labour I 1916 -1954 Prime,1916-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2874 Department of Labour I 1916 -1954 Prime,1916-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 4092 Rosedale Waterworks Trust 1916 -1983 Prime,1916-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4092
VA 2693 Tramway Board 1916 -ct Prime,1916-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2693
VA 2693 Tramway Board 1916 -ct Prime,1916-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2693
VA 2955 Licensing Court of Victoria 1917 -1954 Prime,1917-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2955
VA 2955 Licensing Court of Victoria 1917 -1954 Prime,1917-1954,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2955
VA 2530 Warrnambool II (Municipal District 1855-1863; Borough 1863-1883; Town 1883-1918; City 1918-1994) 1917 -1984 Prime,1917-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2530
VA 2874 Department of Labour I 1918 -1923 Prime,1918-1923,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2874 Department of Labour I 1918 -ct Prime,1918-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2874
VA 2978 Hawthorn Tramways Trust 1919 -1920 Prime,1919-1920,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2978
VA 2974 North Melbourne Electric Tramways and Lighting Company Limited 1919 -1922 Prime,1919-1922,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2974
VA 4286 Railways Classification Board 1919 -1948 Other,1919-1948,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4286
VA 2977 Prahran and Malvern Tramways Trust 1920 -1920 Prime,1920-1920,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2977
"VA 2971 Melbourne, Brunswick and Coburg Tramways Trust 1920 -1920 Prime",1920-1920,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2971
VA 2973 Footscray Tramways Trust 1920 -1920 Prime,1920-1920,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2973
"VA 2972 Fitzroy, Northcote and Preston Tramways Trust 1920 -1920 Prime",1920-1920,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2972
VA 2974 North Melbourne Electric Tramways and Lighting Company Limited 1920 -1922 Prime,1920-1922,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2974
"VA 4811 Department of Crown Lands and Survey, Geelong Division 1921 -1983 Prime",1921-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4811
"VA 4811 Department of Crown Lands and Survey, Geelong Division 1921 -1983 Prime",1921-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4811
"VA 4811 Department of Crown Lands and Survey, Geelong Division 1921 -1983 Prime",1921-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4811
"VA 4811 Department of Crown Lands and Survey, Geelong Division 1921 -1983 Prime",1921-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4811
"VA 4811 Department of Crown Lands and Survey, Geelong Division 1921 -1983 Prime",1921-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4811
VA 1422 Architects Registration Board of Victoria 1922 -ct Prime,1922-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1422
VA 1422 Architects Registration Board of Victoria 1922 -ct Prime,1922-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1422
VA 2694 Melbourne and Metropolitan Tramways Board 1922 -ct Prime,1922-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2694
VA 538 Department of Crown Lands and Survey 1923 -1927 Prime,1923-1927,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
VA 4603 Yallourn Power Station 1923 -ct Prime,1923-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4603
VA 4132 Trafalgar Waterworks Trust 1924 -1983 Prime,1924-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4132
VA 2163 Toora Waterworks Trust 1924 -1984 Prime,1924-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2163
VA 5030 Casterton and Coleraine Waterworks Trust (1924-1925; Coleraine and Casterton Waterworks Trust 1925-1984) 1924 -1984 Prime,1924-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5030
VA 2163 Toora Waterworks Trust 1924 -1984 Prime,1924-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2163
VA 538 Department of Crown Lands and Survey 1925 -1983 Prime,1925-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
VA 475 Chief Secretary's Department 1927 -1971 Prime,1927-1971,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 669 Public Works Department (previously the Department of the Commissioner of Public Works) 1927 -ct Prime,1927-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=669 
VA 2836 Warrnambool Harbour Board 1928 -1936 Prime,1928-1936,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2836
VA 899 Apprenticeship Commission 1928 -1975 Prime,1928-1975,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=899 
VA 2159 Stratford Waterworks Trust 1928 -1984 Prime,1928-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2159
VA 538 Department of Crown Lands and Survey 1928 -ct Prime,1928-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
VA 538 Department of Crown Lands and Survey 1928 -ct Prime,1928-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
VA 546 Kinglake National Park 1928 -ct Prime,1928-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=546 
VA 2282 Office of the Public Solicitor 1929 -1981 Prime,1929-1981,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2282
VA 2044 Warrnambool Sewerage Authority 1929 -1983 Prime,1929-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2044
VA 1002 State Electricity Commission of Victoria (previously known as the Electricity Commissioners) 1930 -1993 Prime,1930-1993,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1002
VA 534 Department of State Forests (Forests Commission) 1932 -1983 Prime,1932-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=534 
VA 2268 Closer Settlement Commission 1933 -1938 Prime,1933-1938,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2268
VA 2268 Closer Settlement Commission 1933 -1938 Prime,1933-1938,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2268
VA 4126 Moe Waterworks Trust 1933 -1983 Prime,1933-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4126
VA 2268 Closer Settlement Commission 1933 -ct Prime,1933-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2268
VA 2861 Travancore  (Special School 1933-1938; Developmental Centre 1938-1968;  Psychiatric Development Centre 1968-1982;  Child and Family Centre 1982-ct) 1933 -ct Prime,1933-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2861
VA 1577 Shrine of Remembrance Trustees 1933 -ct Prime,1933-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1577
VA 2268 Closer Settlement Commission 1933 -ct Prime,1933-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2268
VA 2865 Department of Mental Hygiene (located in Chief Secretary's Department VA 475) 1934 -1944 Prime,1934-1944,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2865
VA 2865 Department of Mental Hygiene (located in Chief Secretary's Department VA 475) 1934 -1944 Prime,1934-1944,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2865
VA 2738 Transport Regulation Board 1934 -ct Prime,1934-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2738
VA 1982 Hamilton Sewerage Authority 1935 -1983 Prime,1935-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1982
VA 1972 Dandenong Sewerage Authority 1935 -1984 Prime,1935-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1972
VA 2084 Drouin Waterworks Trust 1935 -1984 Prime,1935-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2084
VA 1948 Ararat Sewerage Authority 1935 -1984 Prime,1935-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1948
VA 2043 Warragul Sewerage Authority 1935 -1984 Prime,1935-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2043
VA 2029 Shepparton Sewerage Authority 1936 -? 1994 Prime,1936-? 1994,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2029
VA 2717 Department of the Premier (also known as Premier's Department 1960-1982) 1936 -1982 Prime,1936-1982,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2717
VA 2717 Department of the Premier (also known as Premier's Department 1960-1982) 1936 -1982 Prime,1936-1982,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2717
VA 2832 Commonwealth Public Service Board 1936 -ct Prime,1936-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2832
VA 1230 The Cancer Council (formerly known as the Anti-Cancer Council of Victoria) 1936 -ct Prime,1936-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1230
VA 1230 The Cancer Council (formerly known as the Anti-Cancer Council of Victoria) 1936 -ct Prime,1936-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1230
VA 669 Public Works Department (previously the Department of the Commissioner of Public Works) 1936 -ct Prime,1936-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=669 
VA 722 Country Roads Board 1936 -ct Prime,1936-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=722 
VA 572 Zoological Board of Victoria 1937 -1995 Prime,1937-1995,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=572 
VA 2847 Janefield (Colony 1937-1962; Training Centre 1962-ct) 1937 -ct Prime,1937-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2847
VA 538 Department of Crown Lands and Survey 1938 -1946 Prime,1938-1946,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
VA 2001 Maffra Sewerage Authority 1938 -1984 Prime,1938-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2001
VA 876 Workers Compensation Board 1938 -1985 Prime,1938-1985,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=876 
VA 612 Mines Department (also known as Department of Mines and Mining Department) 1938 -ct Prime,1938-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=612 
VA 538 Department of Crown Lands and Survey 1938 -ct Prime,1938-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
VA 2039 Traralgon Sewerage Authority 1939 -1983 Prime,1939-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2039
VA 2090 Foster Waterworks Trust 1939 -1984 Prime,1939-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2090
VA 4726 Leongatha Sewerage Authority 1939 -1984 Prime,1939-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4726
VA 2090 Foster Waterworks Trust 1939 -1984 Prime,1939-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2090
VA 4728 Yarram Sewerage Authority 1939 -1984 Prime,1939-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4728
VA 1002 State Electricity Commission of Victoria (previously known as the Electricity Commissioners) 1939 -1993 Prime,1939-1993,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1002
VA 2181 Ararat City Council Waterworks Trust 1940 -1984 Prime,1940-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2181
VA 719 Office of the Public Trustee 1940 -ct Prime,1940-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=719 
VA 2893 State Motor Car Insurance Office 1941 -1975 Prime,1941-1975,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2893
VA 2733 Genealogical Society of Victoria 1941 -ct Prime,1941-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2733
VA 534 Department of State Forests (Forests Commission) 1943 -1983 Prime,1943-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=534 
VA 4807 Geelong Old Folks Home 1944 -1959 Prime,1944-1959,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4807
VA 695 Department of Health I 1944 -1978 Prime,1944-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
VA 695 Department of Health I 1944 -1978 Prime,1944-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
"VA 2866 Mental Hygiene Branch, Department of Health I 1944 -1978 Prime",1944-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2866
VA 695 Department of Health I 1944 -1978 Prime,1944-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
"VA 2866 Mental Hygiene Branch, Department of Health I 1944 -1978 Prime",1944-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2866
VA 695 Department of Health I 1944 -ct Prime,1944-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
VA 695 Department of Health I 1944 -ct Prime,1944-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
VA 695 Department of Health I 1944 -ct Prime,1944-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
VA 5032 Children's Court Clinic 1944 -ct Other,1944-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5032
VA 695 Department of Health I 1944 -ct Prime,1944-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
VA 695 Department of Health I 1944 -ct Prime,1944-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=695 
VA 482 Country Fire Authority 1944 -ct Prime,1944-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=482 
VA 865 Department of the Treasurer (also known as Treasury and Treasurer's Office) 1845 -1949 Prime,1845-1949,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=865 
VA 4599 Mirboo North Waterworks Trust 1845 -1984 Prime,1845-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4599
VA 1462 National Trust of Australia (Victoria) 1845 -ct Prime,1845-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1462
VA 2270 Soldier Settlement Commission 1946 -1962 Prime,1946-1962,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2270
VA 2311 Teachers Tribunal 1946 -1982 Prime,1946-1982,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2311
VA 2056 Shire of Ararat Waterworks Trust 1946 -1984 Prime,1946-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2056
VA 1195 CAE [also known as Council of Adult Education (1946-2001); Centre for Adult Education (2001-2003)] 1946 -1991 Prime,1946-1991,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1195
VA 2956 Dr. E.W. Russell 1946 -ct Prime,1946-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2956
VA 4928 Westernport Waterworks Trust 1947 -1983 Prime,1947-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4928
VA 4125 Moe Sewerage Authority 1947 -1983 Prime,1947-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4125
VA 4928 Westernport Waterworks Trust 1947 -1983 Prime,1947-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4928
VA 2105 Inverloch Waterworks Trust 1947 -1984 Prime,1947-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2105
VA 2105 Inverloch Waterworks Trust 1947 -1984 Prime,1947-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2105
VA 2143 Noojee Waterworks Trust 1947 -1984 Prime,1947-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2143
VA 2325 State Film Centre 1947 -1997 Prime,1947-1997,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2325
VA 3031 Parliamentary Secretary of the Cabinet 1947 -ct Prime,1947-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=3031
VA 4786 Springvale and Noble Park Sewerage Authority 1948 -? 1984 Prime,1948-? 1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4786
VA 4145 Commonwealth Rent Controller 1948 -1948 Prime,1948-1948,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4145
VA 2825 Attorney-General's Department (previously known as the Law Department) 1948 -1950 Other,1948-1950,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2825
VA 2613 Master of the Supreme Court 1948 -1960 Prime,1948-1960,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2613
VA 693 Hospitals and Charities Commission 1948 -1978 Prime,1948-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=693 
VA 2586 Fair Rents Boards 1948 -1982 Prime,1948-1982,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2586
VA 1949 Bacchus Marsh Sewerage Authority 1949 -1983 Prime,1949-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1949
VA 2825 Attorney-General's Department (previously known as the Law Department) 1949 -ct Prime,1949-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2825
VA 4001 Peter MacCallum Cancer Institute (known as the Cancer Institute 1949 - 1986) 1949 -ct Prime,1949-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4001
VA 4001 Peter MacCallum Cancer Institute (known as the Cancer Institute 1949 - 1986) 1949 -ct Prime,1949-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4001
VA 4813 Geelong Teachers' College 1950 -1974 Prime,1950-1974,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4813
VA 2336 Yarragon Waterworks Trust 1950 -1983 Prime,1950-1983,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2336
